Customer_ID,Gender,Age,Marital_Status,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Credit_Score,Application_Date,Loan_Status
CUST11487,Female,39.0,married,Post Graduate,No,27848.07,0.0,6200.0,120,1.0,Rural,502.0,25-Mar-2024,Rejected
CUST11232,Male,30.0,Widowed,Post Graduate,No,18130.41,22672.45,4000.0,360,1.0,Rural,587.0,2023-11-06,Y
CUST10378,Female,38.0,Single,Not Graduate,N,142927.23,0.0,24600.0,360,,Urban,576.0,07-27-2022,Approved
CUST10063,M,44.0,Married,Graduate,nan,41555.14,8308.38,6200.0,360,1.0,Semiurban,650.0,04-Feb-2022,N
CUST11876,Male,62.0,,Post Graduate,nan,29507.13,0.0,8400.0,180,1.0,Rural,675.0,2024-10-24,y
CUST10643,Male,,Married,Not Graduate,No,22533.24,15600.64,3400.0,360,0.0,Semiurban,677.0,19-Dec-2022,N
CUST10186,Female,34.0,Divorced,Post Graduate,N,34933.87,11914.43,9000.0,360,1.0,Semiurban,661.0,04-12-2022,Rejected
CUST11806,Male,46.0,Single,Graduate,No,67140.11,74999.3,8000.0,12,1.0,URBAN,656.0,09-16-2024,Approved
CUST11930,Female,39.0,Single,Graduate,No,59919.93,12688.86,13800.0,180,1.0,Rural,832.0,11-23-2024,Y
CUST10586,Male,,married,Post Graduate,Yes,27415.91,0.0,3800.0,360,0.0,Rural,665.0,11-17-2022,y
CUST10294,F,51.0,Single,Graduate,No,38267.69,21598.92,7100.0,360,1.0,Semiurban,727.0,06-11-2022,N
CUST10562,F,54.0,,Post Graduate,Yes,64562.46,0.0,10700.0,180,1.0,Urban,620.0,11-04-2022,Y
CUST10453,Male,12.0,single,Not Graduate,Y,16363.74,15689.07,4900.0,360,,Semiurban,570.0,06/09/2022,Rejected
CUST10286,Male,29.0,Married,Graduate,N,24098.55,28009.14,6900.0,180,,Semiurban,661.0,06-06-2022,n
CUST11883,M,34.0,Married,Graduate,nan,18256.19,25457.09,2400.0,240,1.0,Semiurban,661.0,28-Oct-2024,N
CUST10565,Female,36.0,Single,Graduate,Yes,64821.9,0.0,19800.0,60,0.0,Urban,786.0,06/11/2022,Approved
CUST10300,M,,Widowed,Not Graduate,Yes,47438.0,10302.4,9100.0,360,1.0,Rural,661.0,2022-06-14,N
CUST10848,Male,27.0,Widowed,Post Graduate,No,,19180.75,,360,1.0,URBAN,546.0,2023-04-10,Y
CUST10315,Male,43.0,Single,graduate,No,60942.49,18068.53,16900.0,60,1.0,Semiurban,722.0,22-Jun-2022,Y
CUST10903,Female,34.0,married,Graduate,No,35124.69,0.0,10500.0,36,1.0,Urban,524.0,10-May-2023,Approved
CUST11095,Female,49.0,Married,Graduate,nan,64752.65,0.0,9000.0,240,1.0,URBAN,687.0,23-Aug-2023,N
CUST10359,Female,43.0,Single,Graduate,No,162693.99,0.0,49000.0,240,0.0, Semiurban ,631.0,16-Jul-2022,Rejected
CUST10130,Male,47.0,,Graduate,Yes,31946.71,0.0,9700.0,360,1.0,Urban,652.0,03-13-2022,Approved
CUST11496,F,46.0,Divorced,Under Graduate,No,56126.3,55684.1,8900.0,300,1.0,Urban,658.0,2024-03-30,Approved
CUST10189,Male,30.0,Divorced,Graduate,Yes,47002.2,41976.33,9000.0,360,1.0,Urban,486.0,14/04/2022,y
CUST10027,Male,38.0,Single,Graduate,No,77266.25,9174.61,,300,1.0,Rural,740.0,15-Jan-2022,N
CUST11573,F,21.0,Single,Not Graduate,No,135367.15,0.0,42500.0,360,1.0,Urban,725.0,11/05/2024,N
CUST11098,male,37.0,Married,Under Graduate,No,131359.17,0.0,16300.0,300,,Rural,679.0,08-25-2023,N
CUST11192,male,37.0,Married,Under Graduate,No,38317.58,14419.37,6000.0,360,1.0,Urban,823.0,2023-10-15,y
CUST11236,Male,29.0,Divorced,Post Graduate,Y,39789.84,0.0,7500.0,300,0.0,Urban,630.0,2023-11-09,Rejected
CUST10637,M,43.0,Married,Post Graduate,No,115570.45,27420.27,28800.0,240,1.0, Semiurban ,809.0,15/12/2022,y
CUST11682,M,53.0,single,Graduate,Yes,28327.18,0.0,3500.0,60,0.0,Semiurban,681.0,07-10-2024,Approved
CUST10744,Female,29.0,Single,Not Graduate,No,29466.45,0.0,6300.0,360,1.0,Urban,714.0,2023-02-12,Rejected
CUST11580,male,23.0,Single,Post Graduate,No,52762.35,0.0,11100.0,240,1.0,URBAN,721.0,2024-05-15,Y
CUST11179,Male,32.0,Single,Not Graduate,No,54711.95,35222.42,16500.0,360,1.0,Rural,808.0,08-Oct-2023,Approved
CUST10266,Male,30.0,Divorced,Graduate,No,80543.86,0.0,9800.0,360,1.0,Semiurban,641.0,05-26-2022,Approved
CUST11528,Male,52.0,Divorced,Not Graduate,No,28892.31,0.0,,360,1.0,URBAN,636.0,2024-04-16,Approved
CUST11513,M,54.0,married,graduate,N,60552.57,7823.51,10000.0,180,0.0,Rural,720.0,08/04/2024,Y
CUST10075,Male,52.0,Married,Not Graduate,No,13576.92,0.0,1800.0,360,1.0,Rural,599.0,11-Feb-2022,Rejected
CUST11750,Female,35.0,Married,Graduate,Yes,20913.91,19489.22,4300.0,360,,Rural,600.0,08-16-2024,Rejected
CUST11015,Male,49.0,,Graduate,No,68922.19,9805.82,7700.0,360,1.0,rural,1200.0,10-Jul-2023,Approved
CUST11287,Male,41.0,Married,Not Graduate,No,46335.65,0.0,8500.0,240,1.0,Urban,678.0,06-Dec-2023,Y
CUST10739,Female,53.0,Single,graduate,No,141954.15,57641.31,18400.0,300,1.0,Semiurban,724.0,09-Feb-2023,Y
CUST11950,female,65.0,Married,graduate,No,57702.3,0.0,11800.0,36,1.0,Urban,707.0,12-04-2024,Y
CUST11285,female,50.0,Married,Graduate,No,41016.49,4793.93,4700.0,360,1.0,Semiurban,410.0,05/12/2023,n
CUST11324,Male,34.0,Single,Not Graduate,Yes,22643.29,2037.1,6200.0,360,1.0,Rural,752.0,2023-12-27,N
CUST10806,Female,20.0,single,Not Graduate,Yes,96531.11,0.0,30600.0,180,0.0,Urban,591.0,03-18-2023,n
CUST10858,Female,32.0,Married,Graduate,No,73784.47,17080.21,16800.0,60,1.0,Urban,665.0,04-15-2023,Y
CUST10180,male,34.0,Divorced,Post Graduate,No,62049.71,12687.47,12500.0,60,0.0,Urban,657.0,2022-04-09,Approved
CUST10765,Male,40.0,Married,Under Graduate,No,11301.84,0.0,1300.0,180,1.0,Urban,825.0,24/02/2023,Y
CUST10663,Male,30.0,Single,graduate,No,89826.72,6925.57,22500.0,180,1.0,Rural,557.0,30-Dec-2022,Approved
CUST11249,female,43.0,Married,Not Graduate,No,52148.86,34147.49,6300.0,240,,URBAN,570.0,16/11/2023,Rejected
CUST10376,female,21.0,Married,Graduate,No,41425.69,27341.05,6200.0,360,1.0,URBAN,655.0,2022-07-25,Y
CUST10660,Male,31.0,Married,Graduate,N,54826.49,21964.49,8100.0,360,1.0,URBAN,620.0,2022-12-28,N
CUST10023,male,55.0,married,Not Graduate,No,161848.16,10187.06,53000.0,360,1.0,Urban,516.0,13-Jan-2022,N
CUST10346,female,28.0,Married,Not Graduate,No,1481884.5,0.0,211200.0,300,1.0,Semiurban,776.0,07-09-2022,Y
CUST11654,female,38.0,single,Under Graduate,No,40621.44,7727.84,5500.0,360,0.0,rural,-50.0,06-25-2024,Rejected
CUST11816,M,23.0,single,Not Graduate,No,66131.5,10510.76,8700.0,120,1.0,Rural,612.0,2024-09-21,N
CUST11734,male,53.0,Single,Not Graduate,No,20645.65,3704.86,5700.0,360,1.0,Rural,583.0,08-07-2024,Rejected
CUST10008,Male,35.0,Divorced,Not Graduate,No,47333.73,14055.56,5800.0,360,1.0,Urban,758.0,2022-01-05,Y
CUST10228,Female,27.0,Divorced,Not Graduate,No,34374.57,0.0,5200.0,360,1.0,URBAN,697.0,2022-05-05,n
CUST10489,Female,47.0,Married,Post Graduate,nan,51370.45,5545.48,5900.0,12,1.0,Rural,643.0,25/09/2022,Y
CUST10213,F,30.0,single,Graduate,Y,25673.12,30579.36,5200.0,240,1.0,Semiurban,738.0,27/04/2022,Y
CUST11172,Male,150.0,Single,Not Graduate,No,60314.15,14969.07,19000.0,60,0.0,Urban,558.0,2023-10-04,Y
CUST10571,F,37.0,Single,Under Graduate,No,41970.62,15726.63,11500.0,300,0.0,Urban,662.0,09-Nov-2022,Y
CUST10449,Female,28.0,single,Post Graduate,No,36604.47,0.0,5700.0,360,,Urban,645.0,03/09/2022,Approved
CUST10747,Female,47.0,Single,graduate,No,112360.55,107029.51,24300.0,360,1.0,Urban,636.0,14-Feb-2023,Y
CUST10015,Male,35.0,Married,Post Graduate,No,63958.08,0.0,11000.0,360,1.0,Urban,697.0,09-Jan-2022,Rejected
CUST11490,Male,34.0,Single,Post Graduate,No,88027.62,8167.37,23300.0,120,1.0,URBAN,1200.0,03-27-2024,N
CUST11793,Female,30.0,Single,Post Graduate,Yes,72195.09,23128.06,8500.0,360,1.0,Rural,574.0,09/09/2024,Y
CUST11709,Male,36.0,Single,Under Graduate,No,25622.24,0.0,3700.0,360,1.0,Rural,685.0,25/07/2024,n
CUST11318,M,34.0,Single,Not Graduate,No,140562.06,0.0,30900.0,360,1.0,rural,788.0,12-23-2023,N
CUST11670,Male,60.0,married,Post Graduate,No,55660.12,0.0,10800.0,240,1.0,Rural,515.0,07-03-2024,N
CUST10546,Female,41.0,Married,Under Graduate,No,30489.34,6134.18,9100.0,12,1.0,Semiurban,629.0,10-27-2022,Y
CUST11170,Female,,married,graduate,No,173144.84,0.0,29800.0,240,0.0,Rural,659.0,10-03-2023,Y
CUST11911,Male,43.0,Divorced,Post Graduate,No,49121.37,0.0,6600.0,240,1.0,Semiurban,699.0,12-Nov-2024,Rejected
CUST10354,Female,41.0,Married,Under Graduate,Y,148638.01,9637.78,18900.0,180,0.0,Urban,770.0,07-13-2022,Rejected
CUST10754,Female,37.0,,Under Graduate,No,39149.92,0.0,12900.0,36,1.0,Rural,756.0,02-18-2023,N
CUST10207,Female,52.0,Single,Graduate,No,15627.97,0.0,2600.0,360,,Urban,551.0,24-Apr-2022,Y
CUST11198,Male,37.0,Single,Not Graduate,No,56046.82,14416.02,7600.0,360,1.0,Rural,713.0,10-19-2023,Y
CUST11275,Male,33.0,Single,Under Graduate,No,80204.34,4076.58,13200.0,360,1.0,rural,,30-Nov-2023,N
CUST11483,Male,35.0,married,Not Graduate,Yes,66306.61,0.0,14600.0,360,1.0,URBAN,573.0,23-Mar-2024,Rejected
CUST10416,Male,35.0,Married,Not Graduate,No,26824.42,15536.64,8300.0,360,,URBAN,737.0,2022-08-16,N
CUST11718,Female,17.0,Divorced,Post Graduate,Yes,94441.18,0.0,26100.0,300,0.0,Rural,788.0,07-30-2024,Approved
CUST11074,F,41.0,Married,Not Graduate,Y,90953.1,67386.65,18700.0,360,,Urban,721.0,08-12-2023,Y
CUST11581,Male,48.0,Widowed,Not Graduate,N,257784.6,9243.76,59300.0,120,1.0,Urban,695.0,16/05/2024,N
CUST10707,F,34.0,Married,Under Graduate,No,82342.72,20288.81,11700.0,360,1.0,Semiurban,746.0,23-Jan-2023,N
CUST10442,M,36.0,Single,graduate,No,81495.0,7167.43,19100.0,360,1.0,rural,642.0,08-31-2022,N
CUST11109,Male,35.0,Married,Not Graduate,No,37289.07,0.0,4300.0,240,1.0,Urban,729.0,31/08/2023,n
CUST10619,Male,37.0,Married,Graduate,No,58619.57,0.0,9500.0,180,1.0,Semiurban,1200.0,06-Dec-2022,n
CUST10536,Female,30.0,Single,Not Graduate,No,16440.13,35648.31,2200.0,360,1.0,Urban,519.0,2022-10-21,N
CUST10348,Female,33.0,Widowed,Graduate,Y,49927.29,0.0,6200.0,360,1.0,Urban,771.0,2022-07-10,n
CUST11049,Male,35.0,married,Graduate,No,47245.82,0.0,11400.0,360,1.0,URBAN,606.0,29/07/2023,Rejected
CUST10403,Male,51.0,Single,Not Graduate,No,104337.54,26111.76,27100.0,360,1.0,rural,692.0,09-Aug-2022,Approved
CUST10362,Male,42.0,Married,Graduate,N,21161.5,16754.98,2800.0,360,1.0,Semiurban,540.0,07-18-2022,N
CUST10026,Female,32.0,Married,Graduate,No,82666.65,27192.13,15500.0,240,1.0,Urban,544.0,01-15-2022,Approved
CUST11124,Female,50.0,,Graduate,No,29043.16,21461.93,3500.0,360,,Urban,681.0,2023-09-08,y
CUST11783,Male,31.0,Married,Under Graduate,No,47719.07,45927.32,7400.0,360,1.0, Semiurban ,646.0,03-Sep-2024,Rejected
CUST10177,,34.0,Widowed,Graduate,No,10866.53,26794.27,2700.0,12,1.0,Urban,621.0,07/04/2022,Y
CUST11947,female,21.0,Married,Under Graduate,No,37886.65,137579.33,9400.0,120,0.0,Semiurban,700.0,02-Dec-2024,Approved
CUST10887,Male,44.0,married,Graduate,No,10697.44,21096.66,1800.0,360,1.0,Urban,699.0,01-May-2023,Y
CUST11413,female,41.0,Single,Not Graduate,No,,142388.34,,240,1.0,Urban,911.0,14/02/2024,Y
CUST10683,Female,45.0,Single,Not Graduate,nan,77920.64,14959.3,10300.0,12,1.0,rural,584.0,10-Jan-2023,Y
CUST10252,Female,43.0,Single,Post Graduate,No,32103.22,8302.65,8000.0,360,, Semiurban ,711.0,2022-05-19,y
CUST10414,Male,47.0,Married,Post Graduate,No,41952.45,0.0,5100.0,360,,Urban,773.0,08-15-2022,Y
CUST10558,Female,47.0,single,Not Graduate,Y,85390.48,10457.08,19000.0,360,1.0,Semiurban,665.0,11-02-2022,Y
CUST10553,male,48.0,Widowed,Graduate,No,30039.5,25471.12,3800.0,360,1.0,Semiurban,672.0,30/10/2022,Rejected
CUST10193,F,34.0,Married,Not Graduate,N,45295.09,26733.13,6500.0,300,1.0,Semiurban,767.0,16/04/2022,Y
CUST11150,Male,38.0,Single,Graduate,nan,95406.16,0.0,14100.0,360,1.0,rural,729.0,09-22-2023,Y
CUST11882,Female,36.0,married,Not Graduate,No,109015.84,8154.63,31600.0,240,,Semiurban,586.0,10-27-2024,N
CUST11042,Female,64.0,Married,graduate,No,15263.9,0.0,2800.0,360,1.0,Semiurban,,07-25-2023,Rejected
CUST10445,M,33.0,Divorced,Not Graduate,Yes,21124.86,7090.31,4200.0,60,1.0,Rural,596.0,01/09/2022,Y
CUST10795,Male,42.0,Married,Graduate,No,121827.22,0.0,38900.0,60,0.0,Urban,649.0,12-Mar-2023,Approved
CUST11323,F,30.0,Widowed,Under Graduate,No,102186.43,0.0,20500.0,360,1.0,Urban,651.0,26-Dec-2023,Y
CUST11872,,41.0,Married,Graduate,Yes,42946.09,0.0,6900.0,360,1.0,Rural,688.0,2024-10-22,y
CUST11757,,36.0,,Post Graduate,Yes,57404.25,10779.1,14800.0,300,1.0,Urban,,20/08/2024,Rejected
CUST10451,male,41.0,,Post Graduate,No,801365.4,49205.45,241000.0,360,1.0,Rural,595.0,05-Sep-2022,Rejected
CUST11584,Female,29.0,Married,Graduate,No,61214.13,8797.45,12300.0,240,1.0,Urban,594.0,2024-05-17,Approved
CUST10464,Female,12.0,Widowed,Graduate,No,29362.09,6119.07,6000.0,360,1.0,Semiurban,612.0,2022-09-12,Approved
CUST10984,Male,30.0,Widowed,Under Graduate,Y,,0.0,,360,1.0,Semiurban,754.0,2023-06-24,Approved
CUST10458,F,22.0,,Not Graduate,No,12540.14,15709.89,2900.0,360,1.0,rural,846.0,09-08-2022,n
CUST11384,female,20.0,Widowed,Not Graduate,nan,45369.11,31489.46,8200.0,180,1.0,Urban,766.0,2024-01-29,N
CUST10951,Male,51.0,Single,Post Graduate,Yes,105837.18,38193.61,12000.0,36,1.0,Semiurban,636.0,05-Jun-2023,Y
CUST10828,male,50.0,single,Under Graduate,No,54922.5,0.0,8900.0,360,1.0,Rural,659.0,2023-03-30,N
CUST11591,Male,56.0,Married,Graduate,No,66276.23,0.0,18000.0,120,1.0,Semiurban,648.0,21-May-2024,N
CUST10369,male,12.0,Married,Under Graduate,Yes,63898.05,3956.25,13700.0,180,0.0, Semiurban ,580.0,22/07/2022,Y
CUST10484,Male,37.0,Married,Graduate,No,158370.82,6090.7,21700.0,240,0.0,Semiurban,636.0,2022-09-23,Rejected
CUST10684,Female,32.0,Married,Graduate,No,35106.85,12764.1,4000.0,36,1.0,Rural,526.0,2023-01-10,Y
CUST11195,Male,41.0,married,Under Graduate,No,19068.96,22365.77,3900.0,120,1.0,Urban,731.0,17-Oct-2023,Approved
CUST10307,Female,40.0,Married,Under Graduate,nan,30295.15,42004.78,8500.0,180,0.0,Urban,707.0,18-Jun-2022,Rejected
CUST10285,Female,52.0,Single,Not Graduate,nan,59832.9,0.0,14300.0,60,0.0,Semiurban,537.0,06/06/2022,Approved
CUST11733,Male,,single,Post Graduate,Yes,39583.14,5616.97,6100.0,360,1.0,Semiurban,481.0,07/08/2024,Rejected
CUST11294,Male,40.0,married,Graduate,No,24568.35,0.0,4000.0,360,0.0,URBAN,699.0,12-10-2023,Y
CUST10717,Male,33.0,Married,Graduate,No,73673.46,13697.32,8200.0,360,0.0, Semiurban ,710.0,28/01/2023,Approved
CUST11295,Female,51.0,Widowed,Under Graduate,Yes,100907.04,8298.51,17400.0,120,1.0,Rural,660.0,11-Dec-2023,N
CUST10748,F,51.0,Single,Graduate,No,59355.84,10372.95,12400.0,240,1.0,Semiurban,601.0,2023-02-14,y
CUST11102,F,33.0,Single,Not Graduate,nan,51562.0,4769.69,16400.0,360,0.0,URBAN,833.0,08-27-2023,Y
CUST10635,Male,29.0,married,Post Graduate,No,13704.85,3657.36,1800.0,360,1.0,Rural,696.0,14-Dec-2022,Approved
CUST11564,F,45.0,Married,Not Graduate,No,49517.08,17961.95,15000.0,360,1.0,Rural,625.0,2024-05-06,Rejected
CUST11116,Male,40.0,Married,Graduate,No,124584.77,16837.07,23300.0,120,1.0,rural,627.0,2023-09-04,n
CUST11523,M,51.0,Married,Graduate,N,29507.07,0.0,7400.0,180,1.0,Rural,695.0,14-Apr-2024,Rejected
CUST10721,Female,55.0,Divorced,Post Graduate,Yes,58352.72,11170.05,8100.0,120,1.0,Semiurban,678.0,30/01/2023,n
CUST11082,female,37.0,Widowed,graduate,Yes,71178.33,0.0,8200.0,360,1.0,Urban,564.0,08-16-2023,Y
CUST11644,Male,53.0,Married,Not Graduate,Yes,108183.61,12134.12,19900.0,240,1.0,Semiurban,686.0,2024-06-19,N
CUST10097,Male,51.0,Single,Not Graduate,nan,129581.29,0.0,16000.0,360,1.0,Rural,647.0,23/02/2022,Rejected
CUST10797,Male,20.0,single,Graduate,No,88988.31,13291.13,21200.0,360,1.0,Urban,539.0,13/03/2023,Y
CUST11813,Male,48.0,Married,Not Graduate,No,20443.32,72690.23,3200.0,240,1.0,Semiurban,792.0,20/09/2024,N
CUST11978,M,50.0,married,graduate,No,19466.91,0.0,3500.0,300,1.0,Urban,687.0,12-19-2024,Y
CUST10139,Male,39.0,Widowed,Not Graduate,No,32138.47,0.0,3600.0,180,,rural,732.0,18-Mar-2022,Y
CUST11231,Female,27.0,Married,Under Graduate,No,31031.12,0.0,10000.0,12,1.0,Semiurban,689.0,06-Nov-2023,N
CUST11922,Female,42.0,Married,Post Graduate,No,36896.31,0.0,5500.0,360,1.0,Urban,558.0,11-18-2024,n
CUST10720,Female,42.0,single,Not Graduate,Yes,124021.71,0.0,30800.0,360,1.0,Semiurban,824.0,2023-01-30,Approved
CUST11792,Male,48.0,Single,Not Graduate,Yes,116896.15,12947.05,30800.0,360,1.0,Rural,814.0,2024-09-08,Y
CUST11824,M,17.0,married,graduate,No,33427.81,3003.57,,360,1.0,URBAN,711.0,2024-09-26,Approved
CUST11992,Male,16.0,Single,Graduate,Yes,39688.12,8797.32,6600.0,360,1.0,URBAN,671.0,2024-12-27,Y
CUST11189,Female,34.0,Married,Graduate,No,31671.91,24242.67,5000.0,360,0.0,Semiurban,533.0,14/10/2023,N
CUST11949,female,20.0,Married,Graduate,No,20613.68,7742.93,2900.0,360,1.0,rural,668.0,03/12/2024,y
CUST10128,Male,40.0,Married,Graduate,No,41140.25,18951.5,6500.0,360,1.0,URBAN,604.0,2022-03-12,Rejected
CUST11126,Female,26.0,Single,Under Graduate,nan,81943.51,34232.69,20300.0,360,0.0,Urban,433.0,09-09-2023,y
CUST10762,Male,40.0,Married,Graduate,No,56626.55,13150.11,9900.0,360,1.0,Rural,686.0,02-22-2023,N
CUST11321,Female,49.0,Divorced,Not Graduate,Y,31685.28,31891.12,4100.0,12,1.0,Semiurban,653.0,25/12/2023,Y
CUST11467,Male,50.0,Single,Not Graduate,No,42602.45,0.0,8200.0,120,,Urban,750.0,14-Mar-2024,Approved
CUST10522,Male,40.0,Married,Not Graduate,Yes,70133.79,0.0,9200.0,240,1.0,Urban,647.0,10-13-2022,n
CUST10264,female,22.0,Single,Post Graduate,No,47477.91,9235.31,11600.0,60,1.0,Rural,706.0,2022-05-25,Rejected
CUST11849,M,49.0,Single,Not Graduate,No,18487.29,0.0,2200.0,120,1.0,Urban,789.0,09/10/2024,Y
CUST11576,F,36.0,Divorced,Not Graduate,nan,66539.65,3064.47,8500.0,360,,Semiurban,582.0,2024-05-13,N
CUST11600,female,35.0,,Not Graduate,No,127368.98,17524.19,34300.0,240,1.0,Semiurban,581.0,2024-05-26,Y
CUST10631,F,39.0,Widowed,Under Graduate,No,26889.56,6409.86,8900.0,360,1.0,Semiurban,,12-Dec-2022,Rejected
CUST10498,Female,29.0,Married,graduate,N,64580.97,0.0,18400.0,360,1.0,Semiurban,669.0,09-30-2022,N
CUST11923,Female,24.0,Married,Under Graduate,Y,43756.62,30894.99,6700.0,180,,rural,596.0,19-Nov-2024,Approved
CUST11336,Male,41.0,Married,Graduate,No,39399.22,88853.8,4400.0,360,1.0,Rural,658.0,2024-01-02,Y
CUST11677,Female,31.0,Married,Under Graduate,No,55390.08,8599.46,7500.0,360,,Urban,478.0,07/07/2024,Rejected
CUST10921,F,23.0,Single,Not Graduate,nan,38595.17,7027.85,4400.0,360,,Semiurban,576.0,20/05/2023,Rejected
CUST10432,Female,45.0,Divorced,Under Graduate,No,80714.79,0.0,9600.0,180,0.0,Urban,535.0,2022-08-25,Y
CUST11725,Male,31.0,married,Graduate,No,103347.58,8922.49,11800.0,360,1.0,Rural,854.0,02/08/2024,N
CUST11744,M,25.0,Single,Graduate,No,29885.03,0.0,6600.0,36,1.0,Urban,654.0,2024-08-13,Approved
CUST10068,Male,37.0,Married,Under Graduate,No,67079.37,2048.37,12900.0,240,1.0,Rural,459.0,2022-02-07,Approved
CUST10943,Female,29.0,Widowed,Post Graduate,No,42583.8,0.0,5100.0,360,0.0, Semiurban ,685.0,01-Jun-2023,Rejected
CUST10971,Male,47.0,Married,Not Graduate,No,15961.06,0.0,4500.0,360,1.0,rural,631.0,16-Jun-2023,Rejected
CUST11827,Female,28.0,single,Graduate,No,10500.55,25775.9,1300.0,360,1.0, Semiurban ,751.0,27-Sep-2024,Rejected
CUST10838,Female,32.0,married,Not Graduate,No,53634.19,6413.58,10500.0,360,1.0,rural,719.0,04-05-2023,y
CUST10573,M,50.0,Married,Not Graduate,No,67017.26,12978.14,9900.0,36,1.0,rural,682.0,10/11/2022,Approved
CUST10334,Male,21.0,Married,Under Graduate,No,79855.85,15060.67,14400.0,360,0.0,Urban,646.0,07-02-2022,Y
CUST10338,Male,33.0,Married,Under Graduate,No,55115.42,15065.35,13900.0,36,1.0,Urban,605.0,07-05-2022,Y
CUST10856,M,34.0,Married,Graduate,nan,132750.58,0.0,24700.0,120,1.0,Semiurban,497.0,2023-04-14,Y
CUST10664,Male,56.0,Married,Not Graduate,No,31895.98,22927.23,4100.0,120,1.0,Semiurban,,2022-12-30,Rejected
CUST10383,Female,50.0,Married,Graduate,No,29152.27,3843.1,3400.0,360,0.0,Semiurban,520.0,29-Jul-2022,Y
CUST11938,Male,26.0,Married,Under Graduate,Yes,18657.07,4014.4,2300.0,360,1.0,Semiurban,548.0,11-27-2024,Y
CUST10055,F,24.0,Married,Post Graduate,No,90495.07,13128.48,11500.0,300,1.0, Semiurban ,595.0,31-Jan-2022,Approved
CUST10701,Male,41.0,single,Graduate,Yes,70335.56,5374.63,9700.0,12,1.0,rural,620.0,19/01/2023,Y
CUST10804,Male,48.0,Married,Post Graduate,nan,26615.56,38052.31,4500.0,360,1.0,URBAN,852.0,2023-03-17,Y
CUST10705,Female,27.0,Married,Graduate,No,39415.52,138937.11,4900.0,360,1.0,rural,455.0,22/01/2023,N
CUST11544,Female,45.0,Widowed,Not Graduate,Yes,27186.17,7911.45,6400.0,360,1.0,Urban,-50.0,2024-04-25,Rejected
CUST11810,Male,51.0,married,Not Graduate,No,68785.65,2014.58,9700.0,360,0.0, Semiurban ,792.0,09-18-2024,Rejected
CUST11692,Male,34.0,Married,Graduate,No,100389.76,11651.78,19200.0,12,1.0,Rural,541.0,2024-07-15,N
CUST10170,Male,40.0,single,Not Graduate,No,53739.48,14723.65,6900.0,360,1.0,Urban,683.0,04-04-2022,Y
CUST10173,female,43.0,Married,Post Graduate,No,53195.63,2191.76,9200.0,120,1.0,URBAN,560.0,05/04/2022,Approved
CUST11649,F,39.0,Widowed,Post Graduate,No,76237.54,0.0,8600.0,180,,Semiurban,587.0,22/06/2024,Y
CUST10326,F,38.0,married,Post Graduate,N,40268.31,39293.13,4800.0,240,,Urban,,06-28-2022,Y
CUST10503,Female,18.0,married,Post Graduate,Yes,25875.46,24622.57,5600.0,360,1.0,Urban,632.0,03-Oct-2022,Y
CUST11010,Female,20.0,Single,Post Graduate,nan,44396.97,18622.91,5100.0,360,1.0,Urban,621.0,07-08-2023,Y
CUST10409,,66.0,Married,Under Graduate,No,37879.32,30213.6,9000.0,240,1.0,Urban,645.0,13/08/2022,Y
CUST10905,Female,22.0,,Graduate,nan,34963.63,0.0,8100.0,120,1.0,Rural,528.0,11/05/2023,N
CUST10297,F,45.0,Married,Not Graduate,nan,67282.05,11513.96,14200.0,360,0.0,Semiurban,611.0,12/06/2022,Rejected
CUST11427,Male,59.0,single,Under Graduate,No,74703.72,9887.64,14200.0,120,1.0,Semiurban,540.0,21-Feb-2024,N
CUST10613,,18.0,Married,Graduate,No,65950.84,29446.69,10500.0,360,1.0,Urban,765.0,02/12/2022,N
CUST11526,Female,48.0,Divorced,Post Graduate,Yes,57480.54,21819.75,10600.0,360,1.0,URBAN,478.0,04-15-2024,Y
CUST11851,male,29.0,Divorced,Under Graduate,nan,25123.35,0.0,6900.0,360,1.0,Urban,757.0,10-Oct-2024,N
CUST10718,Female,43.0,Divorced,Under Graduate,nan,23220.96,42900.23,4200.0,180,1.0,Semiurban,586.0,01-29-2023,Rejected
CUST10740,Male,48.0,Married,Not Graduate,N,81524.24,0.0,13600.0,360,1.0,Semiurban,655.0,2023-02-10,Rejected
CUST10671,Female,53.0,Married,Not Graduate,Yes,73320.53,10927.54,9400.0,120,1.0,Urban,600.0,03-Jan-2023,Approved
CUST10648,Female,40.0,married,Post Graduate,No,90954.19,29659.44,10300.0,360,1.0,Semiurban,713.0,2022-12-21,n
CUST10005,F,39.0,Widowed,Under Graduate,No,26889.56,6409.86,8900.0,360,1.0,Semiurban,,12-Dec-2022,Rejected
CUST11830,Female,25.0,Married,Graduate,No,21686.26,32773.03,4500.0,180,1.0, Semiurban ,632.0,09-29-2024,Approved
CUST11640,M,65.0,,Graduate,No,29787.6,0.0,3800.0,360,1.0,Rural,578.0,2024-06-17,N
CUST11981,Female,51.0,Married,Under Graduate,No,50248.63,3669.81,7100.0,120,1.0,Urban,567.0,21/12/2024,Rejected
CUST11589,Male,35.0,Divorced,Graduate,No,60255.22,9049.18,13600.0,360,0.0,URBAN,598.0,20/05/2024,n
