Customer_ID,Gender,Age,Marital_Status,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Credit_Score,Application_Date,Loan_Status,Total_Income,Loan_to_Income_Ratio,ApplicantIncome_Normalized,LoanAmount_Normalized,Credit_Score_Normalized,Total_Income_Normalized
CUST10611,Female,40,Divorced,Graduate,No,80003.49,0.0,10700.0,360,1,Rural,692,2022-12-01,Approved,80003.49,0.134,0.5592,0.3915,0.636,0.2755
CUST11280,Female,44,Divorced,Post Graduate,No,115006.35,0.0,24900.0,240,1,Semiurban,758,2023-12-03,Rejected,115006.35,0.217,0.8293,0.9647,0.7527,0.4086
CUST10043,Male,32,Divorced,Not Graduate,Yes,30169.8,37602.67,3700.0,300,1,Semiurban,758,2022-01-24,Approved,67772.47,0.055,0.1746,0.109,0.7527,0.229
CUST10009,Female,30,Single,Graduate,No,102733.44,6405.27,12200.0,36,1,Rural,659,2022-01-05,Approved,109138.71,0.112,0.7346,0.4521,0.5777,0.3863
CUST11465,Female,38,Widowed,Graduate,No,51956.87,20117.37,8800.0,120,1,Rural,619,2024-03-13,Rejected,72074.24,0.122,0.3427,0.3148,0.5071,0.2454
CUST10147,Female,30,Married,Post Graduate,No,18407.04,0.0,4700.0,360,1,Rural,570,2022-03-22,Approved,18407.04,0.255,0.0838,0.1493,0.4205,0.0413
CUST10788,Female,18,Single,Not Graduate,No,20468.09,0.0,2800.0,120,1,Semiurban,770,2023-03-08,Approved,20468.09,0.137,0.0997,0.0727,0.7739,0.0491
CUST10013,Female,33,Single,Graduate,No,137131.87,2690.07,25775.0,60,1,Semiurban,509,2022-01-08,Rejected,139821.94,0.184,1.0,1.0,0.3127,0.5029
CUST10389,Female,47,Married,Not Graduate,No,65942.08,15780.53,12400.0,360,1,Urban,653,2022-08-02,Rejected,81722.61,0.152,0.4507,0.4601,0.5671,0.282
CUST11293,Male,48,Widowed,Post Graduate,No,34125.26,21514.97,4500.0,240,0,Urban,563,2023-12-10,Rejected,55640.23,0.081,0.2051,0.1413,0.4081,0.1829
CUST10975,Female,30,Married,Graduate,No,81086.86,0.0,12500.0,180,1,Semiurban,831,2023-06-19,Approved,81086.86,0.154,0.5675,0.4642,0.8816,0.2796
CUST10700,Male,32,Married,Graduate,No,63947.95,8432.47,11400.0,360,1,Semiurban,638,2023-01-19,Approved,72380.42,0.158,0.4353,0.4198,0.5406,0.2465
CUST11845,Female,34,Divorced,Post Graduate,No,60488.26,0.0,8000.0,240,1,Semiurban,578,2024-10-07,Approved,60488.26,0.132,0.4086,0.2825,0.4346,0.2013
CUST11648,Male,54,Married,Post Graduate,Yes,67772.92,0.0,19200.0,360,1,Rural,785,2024-06-21,Approved,67772.92,0.283,0.4648,0.7346,0.8004,0.229
CUST11152,Male,39,Single,Graduate,No,21128.58,6196.33,6000.0,360,0,Semiurban,605,2023-09-24,Approved,27324.91,0.22,0.1048,0.2018,0.4823,0.0752
CUST10985,Female,56,Married,Not Graduate,No,28255.97,0.0,5600.0,360,1,Rural,811,2023-06-24,Rejected,28255.97,0.198,0.1598,0.1857,0.8463,0.0788
CUST11731,Male,25,Married,Graduate,Yes,15993.25,12701.5,2400.0,360,1,Semiurban,653,2024-08-06,Approved,28694.75,0.084,0.0652,0.0565,0.5671,0.0804
CUST11952,Male,26,Married,Not Graduate,No,100671.1,0.0,15300.0,360,0,Urban,695,2024-12-05,Approved,100671.1,0.152,0.7186,0.5772,0.6413,0.3541
CUST10824,Female,27,Married,Not Graduate,No,62922.83,8888.98,16600.0,360,1,Rural,690,2023-03-28,Rejected,71811.81,0.231,0.4274,0.6297,0.6325,0.2444
CUST11780,Male,33,Married,Graduate,No,29483.65,40808.32,5300.0,240,1,Rural,755,2024-09-02,Rejected,70291.97,0.075,0.1693,0.1736,0.7473,0.2386
CUST10492,Female,33,Married,Not Graduate,No,84662.2,0.0,20900.0,360,1,Urban,530,2022-09-27,Approved,84662.2,0.247,0.5951,0.8032,0.3498,0.2932
CUST11688,Female,31,Single,Not Graduate,No,17292.27,0.0,3300.0,360,1,Urban,647,2024-07-13,Rejected,17292.27,0.191,0.0752,0.0928,0.5565,0.0371
CUST10957,Female,38,Widowed,Graduate,No,74454.75,34596.83,11100.0,360,0,Semiurban,705,2023-06-09,Rejected,109051.58,0.102,0.5163,0.4077,0.659,0.386
CUST10479,Female,35,Married,Post Graduate,No,27287.28,4215.73,8100.0,120,1,Semiurban,698,2022-09-20,Approved,31503.01,0.257,0.1524,0.2866,0.6466,0.0911
CUST11943,Male,38,Divorced,Not Graduate,No,93379.05,14695.17,24200.0,360,1,Urban,763,2024-11-30,Rejected,108074.22,0.224,0.6624,0.9364,0.7615,0.3822
CUST11499,Female,54,Single,Not Graduate,No,36522.6,0.0,9100.0,120,1,Rural,719,2024-04-01,Approved,36522.6,0.249,0.2236,0.3269,0.6837,0.1102
CUST11182,Male,50,Married,Graduate,No,64811.72,0.0,11000.0,240,1,Rural,709,2023-10-10,Rejected,64811.72,0.17,0.4419,0.4036,0.6661,0.2177
CUST11450,Female,24,Single,Post Graduate,Yes,67664.47,5171.09,17500.0,240,1,Urban,841,2024-03-05,Rejected,72835.56,0.24,0.4639,0.666,0.8993,0.2483
CUST11634,Female,32,Single,Graduate,No,109083.59,0.0,15100.0,360,1,Rural,724,2024-06-14,Approved,109083.59,0.138,0.7836,0.5691,0.6926,0.3861
CUST10025,Male,40,Widowed,Not Graduate,No,68983.42,4849.55,20700.0,360,1,Semiurban,815,2022-01-14,Approved,73832.97,0.28,0.4741,0.7952,0.8534,0.252
CUST11909,Male,19,Single,Graduate,Yes,19635.67,0.0,2800.0,360,1,Semiurban,723,2024-11-11,Rejected,19635.67,0.143,0.0933,0.0727,0.6908,0.046
CUST11471,Male,42,Married,Not Graduate,No,23999.31,16148.22,5600.0,60,1,Rural,653,2024-03-16,Rejected,40147.53,0.139,0.127,0.1857,0.5671,0.124
CUST11033,Male,40,Married,Not Graduate,No,76160.95,21843.3,11200.0,12,1,Semiurban,666,2023-07-20,Approved,98004.25,0.114,0.5295,0.4117,0.5901,0.3439
CUST10855,Female,31,Married,Not Graduate,No,23172.17,12048.87,7000.0,180,1,Urban,494,2023-04-14,Approved,35221.04,0.199,0.1206,0.2422,0.2862,0.1052
CUST10115,Female,34,Married,Not Graduate,No,76659.15,0.0,18600.0,360,0,Urban,557,2022-03-04,Rejected,76659.15,0.243,0.5334,0.7104,0.3975,0.2628
CUST10024,Male,43,Married,Graduate,No,137131.87,11721.29,8300.0,360,1,Urban,694,2022-01-14,Rejected,148853.16,0.056,1.0,0.2947,0.6396,0.5373
CUST10370,Male,38,Single,Graduate,No,34031.49,0.0,4100.0,180,0,Rural,464,2022-07-22,Approved,34031.49,0.12,0.2044,0.1251,0.2332,0.1007
CUST11022,Female,37,Married,Not Graduate,No,76114.25,0.0,16700.0,360,1,Rural,668,2023-07-14,Approved,76114.25,0.219,0.5291,0.6337,0.5936,0.2607
CUST10746,Male,26,Single,Graduate,No,58234.43,10964.95,8000.0,360,1,Rural,749,2023-02-13,Rejected,69199.38,0.116,0.3912,0.2825,0.7367,0.2344
CUST10096,Female,25,Married,Graduate,No,33649.13,38941.66,5800.0,360,0,Semiurban,668,2022-02-22,Rejected,72590.79,0.08,0.2015,0.1937,0.5936,0.2473
CUST11037,Female,37,Married,Not Graduate,No,17182.89,0.0,2300.0,360,1,Urban,599,2023-07-23,Approved,17182.89,0.134,0.0744,0.0525,0.4717,0.0367
CUST11986,Male,35,Married,Graduate,No,105724.57,20146.89,25100.0,360,0,Rural,704,2024-12-23,Rejected,125871.46,0.199,0.7576,0.9728,0.6572,0.4499
CUST11461,Female,39,Married,Post Graduate,No,15029.05,10176.37,1700.0,36,1,Semiurban,650,2024-03-11,Approved,25205.42,0.067,0.0578,0.0283,0.5618,0.0672
CUST10099,Female,42,Widowed,Not Graduate,No,51593.41,36750.8,9900.0,300,1,Semiurban,779,2022-02-24,Approved,88344.21,0.112,0.3399,0.3592,0.7898,0.3072
CUST11522,Male,36,Single,Graduate,No,68344.4,17930.25,14400.0,120,0,Semiurban,620,2024-04-13,Rejected,86274.65,0.167,0.4692,0.5409,0.5088,0.2993
CUST11509,Male,43,Single,Graduate,No,25929.64,6223.62,6500.0,360,1,Rural,653,2024-04-06,Rejected,32153.26,0.202,0.1419,0.222,0.5671,0.0936
CUST11358,Female,40,Divorced,Graduate,No,16836.7,0.0,3200.0,180,1,Semiurban,627,2024-01-14,Rejected,16836.7,0.19,0.0717,0.0888,0.5212,0.0353
CUST10357,Female,53,Married,Graduate,No,61603.02,0.0,12900.0,12,1,Semiurban,715,2022-07-15,Rejected,61603.02,0.209,0.4172,0.4803,0.6767,0.2055
CUST10506,Male,24,Single,Post Graduate,No,38402.63,0.0,8800.0,60,0,Urban,728,2022-10-05,Rejected,38402.63,0.229,0.2381,0.3148,0.6996,0.1173
CUST10587,Male,34,Single,Graduate,No,137131.87,0.0,19800.0,12,1,Rural,735,2022-11-18,Rejected,137131.87,0.144,1.0,0.7588,0.712,0.4927
CUST11632,Female,40,Widowed,Graduate,No,61576.85,40597.5,9000.0,360,0,Urban,579,2024-06-12,Rejected,102174.35,0.088,0.417,0.3229,0.4364,0.3598
CUST11927,Male,38,Divorced,Post Graduate,No,23645.93,7208.7,6700.0,360,1,Urban,569,2024-11-21,Rejected,30854.63,0.217,0.1243,0.2301,0.4187,0.0886
CUST11956,Female,65,Married,Graduate,Yes,48423.81,18499.87,8300.0,180,1,Semiurban,840,2024-12-07,Rejected,66923.68,0.124,0.3155,0.2947,0.8975,0.2258
CUST10630,Female,49,Single,Not Graduate,Yes,52061.33,11378.72,10300.0,360,0,Urban,571,2022-12-12,Approved,63440.05,0.162,0.3435,0.3754,0.4223,0.2125
CUST10688,Male,27,Single,Not Graduate,No,29561.38,22357.66,3500.0,360,1,Semiurban,459,2023-01-12,Rejected,51919.04,0.067,0.1699,0.1009,0.2244,0.1687
CUST11726,Male,44,Single,Graduate,No,92954.01,2940.51,11500.0,360,0,Rural,647,2024-08-03,Rejected,95894.52,0.12,0.6591,0.4238,0.5565,0.3359
CUST11751,Male,36,Divorced,Graduate,No,39625.76,23334.6,12300.0,360,1,Semiurban,567,2024-08-17,Rejected,62960.36,0.195,0.2476,0.4561,0.4152,0.2107
CUST10270,Male,41,Divorced,Graduate,No,50190.05,27683.48,5800.0,120,1,Semiurban,617,2022-05-28,Approved,77873.53,0.074,0.3291,0.1937,0.5035,0.2674
CUST10118,Female,35,Divorced,Not Graduate,Yes,54931.14,8790.98,7100.0,360,1,Semiurban,629,2022-03-06,Approved,63722.12,0.111,0.3657,0.2462,0.5247,0.2136
CUST10117,Male,38,Married,Graduate,No,32076.89,4328.35,5800.0,240,0,Rural,670,2022-03-06,Rejected,36405.24,0.159,0.1893,0.1937,0.5972,0.1097
CUST10868,Male,27,Married,Post Graduate,No,60455.98,7179.08,18900.0,360,1,Semiurban,614,2023-04-21,Rejected,67635.06,0.279,0.4083,0.7225,0.4982,0.2285
CUST11924,Male,41,Married,Not Graduate,No,20861.08,10187.33,2700.0,360,0,Rural,698,2024-11-19,Rejected,31048.41,0.087,0.1028,0.0686,0.6466,0.0894
CUST10561,Male,38,Single,Not Graduate,Yes,109293.88,16815.29,14600.0,360,1,Semiurban,706,2022-11-04,Rejected,126109.17,0.116,0.7852,0.5489,0.6608,0.4508
CUST11732,Male,43,Single,Not Graduate,No,32782.31,17308.65,9500.0,360,1,Urban,708,2024-08-06,Approved,50090.96,0.19,0.1948,0.3431,0.6643,0.1618
CUST11016,Female,37,Single,Post Graduate,No,96348.75,53743.74,14300.0,360,1,Rural,667,2023-07-11,Approved,150092.49,0.095,0.6853,0.5368,0.5919,0.542
CUST11976,Female,46,Married,Post Graduate,No,82814.87,0.0,12900.0,360,1,Rural,690,2024-12-18,Rejected,82814.87,0.156,0.5809,0.4803,0.6325,0.2862
CUST11825,Male,42,Single,Not Graduate,No,27130.49,0.0,5000.0,360,0,Urban,615,2024-09-26,Approved,27130.49,0.184,0.1512,0.1615,0.5,0.0745
CUST10164,Female,46,Single,Post Graduate,No,13010.92,0.0,2800.0,360,1,Rural,609,2022-03-31,Approved,13010.92,0.215,0.0422,0.0727,0.4894,0.0208
CUST10596,Male,37,Married,Graduate,No,69738.23,0.0,16200.0,360,1,Urban,729,2022-11-23,Rejected,69738.23,0.232,0.4799,0.6135,0.7014,0.2365
CUST11529,Male,48,Single,Not Graduate,No,74500.11,0.0,12400.0,360,1,Urban,701,2024-04-17,Approved,74500.11,0.166,0.5167,0.4601,0.6519,0.2546
CUST11812,Male,43,Divorced,Not Graduate,No,46566.94,7139.35,15400.0,300,1,Urban,771,2024-09-19,Approved,53706.29,0.287,0.3011,0.5812,0.7756,0.1755
CUST10465,Female,18,Single,Graduate,No,53499.78,0.0,6900.0,180,1,Rural,653,2022-09-12,Approved,53499.78,0.129,0.3546,0.2381,0.5671,0.1747
CUST11165,Male,42,Widowed,Graduate,Yes,58813.84,23242.3,8300.0,120,1,Rural,716,2023-10-01,Rejected,82056.14,0.101,0.3956,0.2947,0.6784,0.2833
CUST11106,Male,40,Married,Graduate,No,55835.06,7745.8,6500.0,120,0,Urban,685,2023-08-29,Approved,63580.86,0.102,0.3727,0.222,0.6237,0.2131
CUST10142,Female,29,Married,Graduate,No,103942.48,46330.73,15800.0,360,0,Semiurban,524,2022-03-19,Rejected,150273.21,0.105,0.7439,0.5974,0.3392,0.5427
CUST10113,Female,44,Single,Graduate,No,43653.99,0.0,6800.0,120,1,Urban,813,2022-03-03,Approved,43653.99,0.156,0.2787,0.2341,0.8498,0.1373
CUST11487,Female,39,Married,Post Graduate,No,27848.07,0.0,6200.0,120,1,Rural,502,2024-03-25,Rejected,27848.07,0.223,0.1567,0.2099,0.3004,0.0772
CUST11232,Male,30,Widowed,Post Graduate,No,18130.41,22672.45,4000.0,360,1,Rural,587,2023-11-06,Approved,40802.86,0.098,0.0817,0.1211,0.4505,0.1265
CUST10378,Female,38,Single,Not Graduate,No,137131.87,0.0,24600.0,360,1,Urban,576,2022-07-27,Approved,137131.87,0.179,1.0,0.9526,0.4311,0.4927
CUST10063,Male,44,Married,Graduate,No,41555.14,8308.38,6200.0,360,1,Semiurban,650,2022-02-04,Rejected,49863.52,0.124,0.2625,0.2099,0.5618,0.1609
CUST11876,Male,62,Married,Post Graduate,No,29507.13,0.0,8400.0,180,1,Rural,675,2024-10-24,Approved,29507.13,0.285,0.1695,0.2987,0.606,0.0835
CUST10643,Male,38,Married,Not Graduate,No,22533.24,15600.64,3400.0,360,0,Semiurban,677,2022-12-19,Rejected,38133.88,0.089,0.1157,0.0969,0.6095,0.1163
CUST10186,Female,34,Divorced,Post Graduate,No,34933.87,11914.43,9000.0,360,1,Semiurban,661,2022-04-12,Rejected,46848.3,0.192,0.2114,0.3229,0.5813,0.1494
CUST11806,Male,46,Single,Graduate,No,67140.11,74999.3,8000.0,12,1,Urban,656,2024-09-16,Approved,142139.41,0.056,0.4599,0.2825,0.5724,0.5118
CUST11930,Female,39,Single,Graduate,No,59919.93,12688.86,13800.0,180,1,Rural,832,2024-11-23,Approved,72608.79,0.19,0.4042,0.5166,0.8834,0.2474
CUST10586,Male,38,Married,Post Graduate,Yes,27415.91,0.0,3800.0,360,0,Rural,665,2022-11-17,Approved,27415.91,0.139,0.1534,0.113,0.5883,0.0756
CUST10294,Female,51,Single,Graduate,No,38267.69,21598.92,7100.0,360,1,Semiurban,727,2022-06-11,Rejected,59866.61,0.119,0.2371,0.2462,0.6979,0.1989
CUST10562,Female,54,Married,Post Graduate,Yes,64562.46,0.0,10700.0,180,1,Urban,620,2022-11-04,Approved,64562.46,0.166,0.44,0.3915,0.5088,0.2168
CUST10453,Male,38,Single,Not Graduate,Yes,16363.74,15689.07,4900.0,360,1,Semiurban,570,2022-09-06,Rejected,32052.81,0.153,0.0681,0.1574,0.4205,0.0932
CUST10286,Male,29,Married,Graduate,No,24098.55,28009.14,6900.0,180,1,Semiurban,661,2022-06-06,Rejected,52107.69,0.132,0.1278,0.2381,0.5813,0.1694
CUST11883,Male,34,Married,Graduate,No,18256.19,25457.09,2400.0,240,1,Semiurban,661,2024-10-28,Rejected,43713.28,0.055,0.0827,0.0565,0.5813,0.1375
CUST10565,Female,36,Single,Graduate,Yes,64821.9,0.0,19800.0,60,0,Urban,786,2022-11-06,Approved,64821.9,0.305,0.442,0.7588,0.8021,0.2178
CUST10300,Male,38,Widowed,Not Graduate,Yes,47438.0,10302.4,9100.0,360,1,Rural,661,2022-06-14,Rejected,57740.4,0.158,0.3079,0.3269,0.5813,0.1909
CUST10848,Male,27,Widowed,Post Graduate,No,48423.81,19180.75,8300.0,360,1,Urban,546,2023-04-10,Approved,67604.56,0.123,0.3155,0.2947,0.3781,0.2284
CUST10315,Male,43,Single,Graduate,No,60942.49,18068.53,16900.0,60,1,Semiurban,722,2022-06-22,Approved,79011.02,0.214,0.4121,0.6418,0.689,0.2717
CUST10903,Female,34,Married,Graduate,No,35124.69,0.0,10500.0,36,1,Urban,524,2023-05-10,Approved,35124.69,0.299,0.2128,0.3835,0.3392,0.1049
CUST11095,Female,49,Married,Graduate,No,64752.65,0.0,9000.0,240,1,Urban,687,2023-08-23,Rejected,64752.65,0.139,0.4415,0.3229,0.6272,0.2175
CUST10359,Female,43,Single,Graduate,No,137131.87,0.0,25775.0,240,0,Semiurban,631,2022-07-16,Rejected,137131.87,0.188,1.0,1.0,0.5283,0.4927
CUST10130,Male,47,Married,Graduate,Yes,31946.71,0.0,9700.0,360,1,Urban,652,2022-03-13,Approved,31946.71,0.304,0.1883,0.3512,0.5654,0.0928
CUST11496,Female,46,Divorced,Not Graduate,No,56126.3,55684.1,8900.0,300,1,Urban,658,2024-03-30,Approved,111810.4,0.08,0.3749,0.3189,0.576,0.3964
CUST10189,Male,30,Divorced,Graduate,Yes,47002.2,41976.33,9000.0,360,1,Urban,486,2022-04-14,Approved,88978.53,0.101,0.3045,0.3229,0.2721,0.3096
CUST10027,Male,38,Single,Graduate,No,77266.25,9174.61,8300.0,300,1,Rural,740,2022-01-15,Rejected,86440.86,0.096,0.538,0.2947,0.7208,0.3
CUST11573,Female,21,Single,Not Graduate,No,135367.15,0.0,25775.0,360,1,Urban,725,2024-05-11,Rejected,135367.15,0.19,0.9864,1.0,0.6943,0.486
CUST11098,Male,37,Married,Not Graduate,No,131359.17,0.0,16300.0,300,1,Rural,679,2023-08-25,Rejected,131359.17,0.124,0.9555,0.6176,0.6131,0.4708
CUST11192,Male,37,Married,Not Graduate,No,38317.58,14419.37,6000.0,360,1,Urban,823,2023-10-15,Approved,52736.95,0.114,0.2375,0.2018,0.8675,0.1718
CUST11236,Male,29,Divorced,Post Graduate,Yes,39789.84,0.0,7500.0,300,0,Urban,630,2023-11-09,Rejected,39789.84,0.188,0.2488,0.2624,0.5265,0.1226
CUST10637,Male,43,Married,Post Graduate,No,115570.45,27420.27,25775.0,240,1,Semiurban,809,2022-12-15,Approved,142990.72,0.18,0.8336,1.0,0.8428,0.515
CUST11682,Male,53,Single,Graduate,Yes,28327.18,0.0,3500.0,60,0,Semiurban,681,2024-07-10,Approved,28327.18,0.124,0.1604,0.1009,0.6166,0.079
CUST10744,Female,29,Single,Not Graduate,No,29466.45,0.0,6300.0,360,1,Urban,714,2023-02-12,Rejected,29466.45,0.214,0.1692,0.2139,0.6749,0.0834
CUST11580,Male,23,Single,Post Graduate,No,52762.35,0.0,11100.0,240,1,Urban,721,2024-05-15,Approved,52762.35,0.21,0.3489,0.4077,0.6873,0.1719
CUST11179,Male,32,Single,Not Graduate,No,54711.95,35222.42,16500.0,360,1,Rural,808,2023-10-08,Approved,89934.37,0.183,0.364,0.6256,0.841,0.3133
CUST10266,Male,30,Divorced,Graduate,No,80543.86,0.0,9800.0,360,1,Semiurban,641,2022-05-26,Approved,80543.86,0.122,0.5633,0.3552,0.5459,0.2776
CUST11528,Male,52,Divorced,Not Graduate,No,28892.31,0.0,8300.0,360,1,Urban,636,2024-04-16,Approved,28892.31,0.287,0.1647,0.2947,0.5371,0.0812
CUST11513,Male,54,Married,Graduate,No,60552.57,7823.51,10000.0,180,0,Rural,720,2024-04-08,Approved,68376.08,0.146,0.4091,0.3633,0.6855,0.2313
CUST10075,Male,52,Married,Not Graduate,No,13576.92,0.0,1800.0,360,1,Rural,599,2022-02-11,Rejected,13576.92,0.133,0.0466,0.0323,0.4717,0.0229
CUST11750,Female,35,Married,Graduate,Yes,20913.91,19489.22,4300.0,360,1,Rural,600,2024-08-16,Rejected,40403.13,0.106,0.1032,0.1332,0.4735,0.1249
CUST11015,Male,49,Married,Graduate,No,68922.19,9805.82,7700.0,360,1,Rural,653,2023-07-10,Approved,78728.01,0.098,0.4736,0.2704,0.5671,0.2707
CUST11287,Male,41,Married,Not Graduate,No,46335.65,0.0,8500.0,240,1,Urban,678,2023-12-06,Approved,46335.65,0.183,0.2994,0.3027,0.6113,0.1475
CUST10739,Female,53,Single,Graduate,No,137131.87,57641.31,18400.0,300,1,Semiurban,724,2023-02-09,Approved,194773.18,0.094,1.0,0.7023,0.6926,0.7119
CUST11950,Female,65,Married,Graduate,No,57702.3,0.0,11800.0,36,1,Urban,707,2024-12-04,Approved,57702.3,0.204,0.3871,0.4359,0.6625,0.1907
CUST11285,Female,50,Married,Graduate,No,41016.49,4793.93,4700.0,360,1,Semiurban,410,2023-12-05,Rejected,45810.42,0.103,0.2583,0.1493,0.1378,0.1455
CUST11324,Male,34,Single,Not Graduate,Yes,22643.29,2037.1,6200.0,360,1,Rural,752,2023-12-27,Rejected,24680.39,0.251,0.1165,0.2099,0.742,0.0652
CUST10806,Female,20,Single,Not Graduate,Yes,96531.11,0.0,25775.0,180,0,Urban,591,2023-03-18,Rejected,96531.11,0.267,0.6867,1.0,0.4576,0.3383
CUST10180,Male,34,Divorced,Post Graduate,No,62049.71,12687.47,12500.0,60,0,Urban,657,2022-04-09,Approved,74737.18,0.167,0.4206,0.4642,0.5742,0.2555
CUST10765,Male,40,Married,Not Graduate,No,11301.84,0.0,1300.0,180,1,Urban,825,2023-02-24,Approved,11301.84,0.115,0.029,0.0121,0.871,0.0143
CUST10663,Male,30,Single,Graduate,No,89826.72,6925.57,22500.0,180,1,Rural,557,2022-12-30,Approved,96752.29,0.233,0.635,0.8678,0.3975,0.3392
CUST11249,Female,43,Married,Not Graduate,No,52148.86,34147.49,6300.0,240,1,Urban,570,2023-11-16,Rejected,86296.35,0.073,0.3442,0.2139,0.4205,0.2994
CUST10376,Female,21,Married,Graduate,No,41425.69,27341.05,6200.0,360,1,Urban,655,2022-07-25,Approved,68766.74,0.09,0.2615,0.2099,0.5707,0.2328
CUST10660,Male,31,Married,Graduate,No,54826.49,21964.49,8100.0,360,1,Urban,620,2022-12-28,Rejected,76790.98,0.105,0.3649,0.2866,0.5088,0.2633
CUST10023,Male,55,Married,Not Graduate,No,137131.87,10187.06,25775.0,360,1,Urban,516,2022-01-13,Rejected,147318.93,0.175,1.0,1.0,0.3251,0.5314
CUST10346,Female,28,Married,Not Graduate,No,137131.87,0.0,25775.0,300,1,Semiurban,776,2022-07-09,Approved,137131.87,0.188,1.0,1.0,0.7845,0.4927
CUST11654,Female,38,Single,Not Graduate,No,40621.44,7727.84,5500.0,360,0,Rural,653,2024-06-25,Rejected,48349.28,0.114,0.2553,0.1816,0.5671,0.1552
CUST11816,Male,23,Single,Not Graduate,No,66131.5,10510.76,8700.0,120,1,Rural,612,2024-09-21,Rejected,76642.26,0.114,0.4521,0.3108,0.4947,0.2627
CUST11734,Male,53,Single,Not Graduate,No,20645.65,3704.86,5700.0,360,1,Rural,583,2024-08-07,Rejected,24350.51,0.234,0.1011,0.1897,0.4435,0.0639
CUST10008,Male,35,Divorced,Not Graduate,No,47333.73,14055.56,5800.0,360,1,Urban,758,2022-01-05,Approved,61389.29,0.094,0.3071,0.1937,0.7527,0.2047
CUST10228,Female,27,Divorced,Not Graduate,No,34374.57,0.0,5200.0,360,1,Urban,697,2022-05-05,Rejected,34374.57,0.151,0.2071,0.1695,0.6449,0.102
CUST10489,Female,47,Married,Post Graduate,No,51370.45,5545.48,5900.0,12,1,Rural,643,2022-09-25,Approved,56915.93,0.104,0.3382,0.1978,0.5495,0.1877
CUST10213,Female,30,Single,Graduate,Yes,25673.12,30579.36,5200.0,240,1,Semiurban,738,2022-04-27,Approved,56252.48,0.092,0.1399,0.1695,0.7173,0.1852
CUST11172,Male,38,Single,Not Graduate,No,60314.15,14969.07,19000.0,60,0,Urban,558,2023-10-04,Approved,75283.22,0.252,0.4072,0.7265,0.3993,0.2576
CUST10571,Female,37,Single,Not Graduate,No,41970.62,15726.63,11500.0,300,0,Urban,662,2022-11-09,Approved,57697.25,0.199,0.2657,0.4238,0.583,0.1907
CUST10449,Female,28,Single,Post Graduate,No,36604.47,0.0,5700.0,360,1,Urban,645,2022-09-03,Approved,36604.47,0.156,0.2243,0.1897,0.553,0.1105
CUST10747,Female,47,Single,Graduate,No,112360.55,107029.51,24300.0,360,1,Urban,636,2023-02-14,Approved,219390.06,0.111,0.8088,0.9405,0.5371,0.8055
CUST10015,Male,35,Married,Post Graduate,No,63958.08,0.0,11000.0,360,1,Urban,697,2022-01-09,Rejected,63958.08,0.172,0.4353,0.4036,0.6449,0.2145
CUST11490,Male,34,Single,Post Graduate,No,88027.62,8167.37,23300.0,120,1,Urban,653,2024-03-27,Rejected,96194.99,0.242,0.6211,0.9001,0.5671,0.3371
CUST11793,Female,30,Single,Post Graduate,Yes,72195.09,23128.06,8500.0,360,1,Rural,574,2024-09-09,Approved,95323.15,0.089,0.4989,0.3027,0.4276,0.3338
CUST11709,Male,36,Single,Not Graduate,No,25622.24,0.0,3700.0,360,1,Rural,685,2024-07-25,Rejected,25622.24,0.144,0.1395,0.109,0.6237,0.0687
CUST11318,Male,34,Single,Not Graduate,No,137131.87,0.0,25775.0,360,1,Rural,788,2023-12-23,Rejected,137131.87,0.188,1.0,1.0,0.8057,0.4927
CUST11670,Male,60,Married,Post Graduate,No,55660.12,0.0,10800.0,240,1,Rural,515,2024-07-03,Rejected,55660.12,0.194,0.3713,0.3956,0.3233,0.1829
CUST10546,Female,41,Married,Not Graduate,No,30489.34,6134.18,9100.0,12,1,Semiurban,629,2022-10-27,Approved,36623.52,0.248,0.1771,0.3269,0.5247,0.1106
CUST11170,Female,38,Married,Graduate,No,137131.87,0.0,25775.0,240,0,Rural,659,2023-10-03,Approved,137131.87,0.188,1.0,1.0,0.5777,0.4927
CUST11911,Male,43,Divorced,Post Graduate,No,49121.37,0.0,6600.0,240,1,Semiurban,699,2024-11-12,Rejected,49121.37,0.134,0.3209,0.226,0.6484,0.1581
CUST10354,Female,41,Married,Not Graduate,Yes,137131.87,9637.78,18900.0,180,0,Urban,770,2022-07-13,Rejected,146769.65,0.129,1.0,0.7225,0.7739,0.5294
CUST10754,Female,37,Married,Not Graduate,No,39149.92,0.0,12900.0,36,1,Rural,756,2023-02-18,Rejected,39149.92,0.33,0.2439,0.4803,0.7491,0.1202
CUST10207,Female,52,Single,Graduate,No,15627.97,0.0,2600.0,360,1,Urban,551,2022-04-24,Approved,15627.97,0.166,0.0624,0.0646,0.3869,0.0307
CUST11198,Male,37,Single,Not Graduate,No,56046.82,14416.02,7600.0,360,1,Rural,713,2023-10-19,Approved,70462.84,0.108,0.3743,0.2664,0.6731,0.2392
CUST11275,Male,33,Single,Not Graduate,No,80204.34,4076.58,13200.0,360,1,Rural,653,2023-11-30,Rejected,84280.92,0.157,0.5607,0.4924,0.5671,0.2918
